,lx,ly,lz,alt,azi,room,storey,wrap,abs_wall,abs_roof,shgc,u_window,vf,weather,wwr_1,op
0,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
1,14.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
2,5.955078125,8.205078125,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
3,5.955078125,3.740234375,5.46923828125,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
4,5.955078125,3.740234375,3.81494140625,40.791015625,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
5,5.955078125,3.740234375,3.81494140625,37.373046875,188.0859375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
6,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.099609375,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
7,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,2.8505859375,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
8,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,1.6201171875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
9,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.60810546875,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
10,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.8350585937499999,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
11,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.13603515625,3.34111328125,0.4966796875,1.1513671875,0.25048828125,1.1103515625
12,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,5.73232421875,0.4966796875,1.1513671875,0.25048828125,1.1103515625
13,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.43574218750000004,1.1513671875,0.25048828125,1.1103515625
14,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.0224609375,0.25048828125,1.1103515625
15,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25322265624999996,1.1103515625
16,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125,0.4365234375
17,5.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
18,14.955078125,3.740234375,5.46923828125,40.791015625,188.0859375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
19,14.955078125,8.205078125,3.81494140625,40.791015625,188.0859375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
20,14.955078125,8.205078125,5.46923828125,37.373046875,188.0859375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
21,14.955078125,8.205078125,5.46923828125,40.791015625,100.8984375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
22,14.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.814453125,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
23,14.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.099609375,0.1376953125,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
24,14.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.099609375,2.8505859375,2.6982421875,0.60810546875,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
25,14.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.099609375,2.8505859375,1.6201171875,0.55068359375,0.8350585937499999,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
26,14.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.24853515625,0.13603515625,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
27,14.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.17646484375,5.73232421875,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
28,14.955078125,8.205078125,5.46923828125,40.791015625,188.0859375,1.099609375,2.8505859375,1.6201171875,0.60810546875,0.8350585937499999,0.13603515625,3.34111328125,0.43574218750000004,1.0224609375,0.25322265624999996,0.4365234375
