,lx,ly,lz,alt,azi,room,storey,wrap,abs_wall,abs_roof,shgc,u_window,vf,weather,app,wwr_1,op
0,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
1,8.205078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
2,5.955078125,19.841796875,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
3,5.955078125,3.740234375,4.53955078125,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
4,5.955078125,3.740234375,3.81494140625,26.572265625,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
5,5.955078125,3.740234375,3.81494140625,37.373046875,197.9296875,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
6,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.900390625,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
7,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,1.6201171875,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
8,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,1.7490234375,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
9,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.8350585937499999,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
10,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.22802734375,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
11,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.98154296875,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
12,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,2.69658203125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.439453125
13,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.6044921875,1.1513671875,0.4306640625,0.40908203125,1.439453125
14,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.4423828125,0.4306640625,0.40908203125,1.439453125
15,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4365234375,0.40908203125,1.439453125
16,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.35712890625,1.439453125
17,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.4306640625,0.40908203125,1.185546875
18,5.955078125,19.841796875,4.53955078125,26.572265625,197.9296875,1.900390625,1.6201171875,1.7490234375,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
19,8.205078125,3.740234375,4.53955078125,26.572265625,197.9296875,1.900390625,1.6201171875,1.7490234375,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
20,8.205078125,19.841796875,3.81494140625,26.572265625,197.9296875,1.900390625,1.6201171875,1.7490234375,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
21,8.205078125,19.841796875,4.53955078125,37.373046875,197.9296875,1.900390625,1.6201171875,1.7490234375,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
22,8.205078125,19.841796875,4.53955078125,26.572265625,100.8984375,1.900390625,1.6201171875,1.7490234375,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
23,8.205078125,19.841796875,4.53955078125,26.572265625,197.9296875,1.814453125,1.6201171875,1.7490234375,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
24,8.205078125,19.841796875,4.53955078125,26.572265625,197.9296875,1.900390625,0.1376953125,1.7490234375,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
25,8.205078125,19.841796875,4.53955078125,26.572265625,197.9296875,1.900390625,1.6201171875,2.6982421875,0.8350585937499999,0.22802734375,0.98154296875,2.69658203125,0.6044921875,0.4423828125,0.4365234375,0.35712890625,1.185546875
