,lx,ly,lz,alt,azi,room,storey,bound,wrap,abs_wall,abs_roof,shgc,u_window,vf,weather
0,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
1,8.662109375,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
2,5.955078125,14.955078125,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
3,5.955078125,3.740234375,3.20654296875,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
4,5.955078125,3.740234375,3.81494140625,59.384765625,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
5,5.955078125,3.740234375,3.81494140625,37.373046875,261.2109375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
6,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.044921875,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
7,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,1.6494140625,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
8,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.6513671875,1.5029296875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
9,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.6201171875,0.24853515625,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
10,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.60810546875,0.25947265625,0.32939453125,3.03173828125,0.6302734375,0.4306640625
11,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.8350585937499999,0.32939453125,3.03173828125,0.6302734375,0.4306640625
12,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.13603515625,3.03173828125,0.6302734375,0.4306640625
13,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,6.2958984375,1.5029296875,0.24853515625,0.25947265625,0.32939453125,5.73232421875,0.6302734375,0.4306640625
