,lx,ly,lz,alt,azi,room,storey,wrap,abs_wall,abs_roof,shgc,u_window,vf,app,wwr_1
0,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
1,8.662109375,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
2,5.955078125,14.955078125,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
3,5.955078125,3.740234375,3.20654296875,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
4,5.955078125,3.740234375,3.81494140625,59.384765625,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
5,5.955078125,3.740234375,3.81494140625,37.373046875,261.2109375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
6,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.044921875,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
7,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,1.6494140625,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
8,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.8505859375,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
9,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.57802734375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
10,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.60810546875,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.25048828125
11,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.91650390625,3.34111328125,0.4966796875,1.1513671875,0.25048828125
12,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,2.63212890625,0.4966796875,1.1513671875,0.25048828125
13,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.9876953125,1.1513671875,0.25048828125
14,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.1787109375,0.25048828125
15,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,1.1513671875,0.38857421875
16,5.955078125,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
17,8.662109375,3.740234375,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
18,8.662109375,14.955078125,3.81494140625,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
19,8.662109375,14.955078125,3.20654296875,37.373046875,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
20,8.662109375,14.955078125,3.20654296875,59.384765625,100.8984375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
21,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.814453125,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
22,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,0.1376953125,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
23,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.6982421875,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
24,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.55068359375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
25,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.24853515625,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
26,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.17646484375,2.63212890625,0.9876953125,0.1787109375,0.38857421875
27,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,3.34111328125,0.9876953125,0.1787109375,0.38857421875
28,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.4966796875,0.1787109375,0.38857421875
29,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,1.1513671875,0.38857421875
30,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.25048828125
31,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.1787109375,0.38857421875
32,14.955078125,12.740234375,2.06494140625,2.373046875,280.8984375,0.814453125,1.6376953125,1.1982421875,0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,2.6513671875,0.60048828125
33,17.662109375,12.740234375,2.06494140625,2.373046875,280.8984375,0.814453125,1.6376953125,1.1982421875,0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,2.6513671875,0.60048828125
34,14.955078125,5.955078125,2.06494140625,2.373046875,280.8984375,0.814453125,1.6376953125,1.1982421875,0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,2.6513671875,0.60048828125
35,14.955078125,12.740234375,4.95654296875,2.373046875,280.8984375,0.814453125,1.6376953125,1.1982421875,0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,2.6513671875,0.60048828125
36,14.955078125,12.740234375,2.06494140625,24.384765625,280.8984375,0.814453125,1.6376953125,1.1982421875,0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,2.6513671875,0.60048828125
