,lx,ly,lz,alt,azi,room,storey,wrap,abs_wall,abs_roof,shgc,u_window,vf,wwr_1,op
0,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
1,8.662109375,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
2,5.955078125,14.955078125,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
3,5.955078125,3.740234375,3.20654296875,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
4,5.955078125,3.740234375,3.81494140625,59.384765625,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
5,5.955078125,3.740234375,3.81494140625,37.373046875,261.2109375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
6,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.044921875,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
7,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,1.6494140625,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
8,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.8505859375,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
9,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.57802734375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
10,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.60810546875,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
11,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.91650390625,3.34111328125,0.4966796875,0.41865234374999993,0.4306640625
12,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,2.63212890625,0.4966796875,0.41865234374999993,0.4306640625
13,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.9876953125,0.41865234374999993,0.4306640625
14,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.19169921874999998,0.4306640625
15,5.955078125,3.740234375,3.81494140625,37.373046875,100.8984375,1.814453125,0.1376953125,2.6982421875,0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,0.41865234374999993,1.0224609375
16,5.955078125,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
17,8.662109375,3.740234375,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
18,8.662109375,14.955078125,3.81494140625,59.384765625,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
19,8.662109375,14.955078125,3.20654296875,37.373046875,261.2109375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
20,8.662109375,14.955078125,3.20654296875,59.384765625,100.8984375,1.044921875,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
21,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.814453125,1.6494140625,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
22,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,0.1376953125,2.8505859375,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
23,8.662109375,14.955078125,3.20654296875,59.384765625,261.2109375,1.044921875,1.6494140625,2.6982421875,0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,0.19169921874999998,1.0224609375
