"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year20",760.1,690.7,355.7,1052,187.7,304.2,202.7,357.4,16,169.2,0,-3099.2,1.9,-7.2,0,234.233333333333,"E","Living","Rio de Janeiro","Hyp.","SF","Base"
"year21",391.9,474.1,238.1,769.6,246.4,198.3,181.2,143.7,-16.6,32.3,0,-1818,1.4,-7.2,0,162.325,"NE","Dorm. 1","Rio de Janeiro","Hyp.","SF","Base"
"year22",391.9,468.1,235.2,780.8,183.2,209.2,122.6,265.8,-15.1,30.8,0,-1822.1,1.6,-6.7,0,162.716666666667,"NE","Dorm. 2","Rio de Janeiro","Hyp.","SF","Base"
"year23",785.2,620.1,329.7,1079.8,307.7,0,249.9,264.1,46.3,180,0,-3155.3,1.7,-8.8,0,177.15,"NE","Living","Rio de Janeiro","Hyp.","SF","Base"
"year24",391.9,479.8,240.8,783,249.5,151.3,183.4,198.8,-17.3,38.5,0,-1850.5,1.4,-7.3,0,164.916666666667,"NW","Dorm. 1","Rio de Janeiro","Hyp.","SF","Base"
"year25",391.9,475.5,238.6,800.2,186,268.8,124.5,221,-16.1,36.9,0,-1862,1.6,-6.8,0,165.933333333333,"NW","Dorm. 2","Rio de Janeiro","Hyp.","SF","Base"
"year26",784.3,1064.4,544.2,1380.7,396.7,337.6,321.8,0,41,205.7,0,-4105.3,1.7,-11.2,0,225.54,"NW","Living","Rio de Janeiro","Hyp.","SF","Base"
"year27",393,281.4,145.2,518.9,111.7,128.4,180,98.8,-12.7,25.1,0,-1325.3,1.3,-13.2,0,122.575,"SE","Dorm. 1","Rio de Janeiro","Hyp.","SF","Base"
"year28",393,276.8,143.6,514.9,74.7,139.7,133.6,166.9,-11.4,25.3,0,-1318.5,1.5,-12.4,0,122.041666666667,"SE","Dorm. 2","Rio de Janeiro","Hyp.","SF","Base"
"year29",786.2,592.1,308.7,845,186.1,0,261,197.6,10.5,125.6,0,-2732.4,15.2,-9,0,160.81,"SE","Living","Rio de Janeiro","Hyp.","SF","Base"
"year30",393,281.1,145.2,517.2,111.6,98.6,180,127.1,-12.4,25.2,0,-1324,1.3,-13.1,0,122.466666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","SF","Base"
"year31",393,276.9,143.6,515,74.7,166.7,133.6,140,-11.4,25.3,0,-1318.5,1.5,-12.4,0,122.041666666667,"SW","Dorm. 2","Rio de Janeiro","Hyp.","SF","Base"
"year32",786.2,592.3,308.8,845.6,186.3,198.8,261.1,0,10.6,125.5,0,-2733.2,15.2,-9,0,160.845,"SW","Living","Rio de Janeiro","Hyp.","SF","Base"
"year33",382.1,346.5,166.6,632.3,135.2,189.3,129.2,178.5,-13.3,30.8,0,-1472.5,1.3,-6.7,0,177.1,"W","Dorm. N","Rio de Janeiro","Hyp.","SF","Base"
"year34",383.1,216.9,102.7,437.2,81.5,122.1,100.5,133.3,-12.3,29.4,0,-1129.4,1,-15.2,0,139.966666666667,"W","Dorm. S","Rio de Janeiro","Hyp.","SF","Base"
"year35",760.7,756.7,376.7,1199.2,211.5,409,225.9,352.8,41.6,191.9,0,-3420.4,0.8,-4.3,0,254.78,"W","Living","Rio de Janeiro","Hyp.","SF","Base"
"year36",383.1,249.8,110.6,391.9,92.2,100.2,69.2,130.2,-64.3,20.2,0,-1038.1,0.2,-15.7,0,126.766666666667,"E","Dorm. N","São Paulo","Hyp.","SF","Base"
"year37",384.3,142.2,57,232.9,30.9,62.7,63.9,75.4,-62.3,20.2,0,-739.7,0,-27.2,0,92.7888888888889,"E","Dorm. S","São Paulo","Hyp.","SF","Base"
"year38",761.1,534.4,264.1,790.8,146.2,211,159.8,273.8,-65.3,129.3,0,-2427.8,0.6,-20.6,0,184.573333333333,"E","Living","São Paulo","Hyp.","SF","Base"
"year39",392.7,355,171,521.3,170,144.4,105.4,101.4,-83.4,20.9,0,-1321,0.5,-16.4,0,119.133333333333,"NE","Dorm. 1","São Paulo","Hyp.","SF","Base"
"year40",392.7,356.7,172.4,553.3,129.4,152.2,72.7,199,-80.6,20.1,0,-1358.5,0.5,-15.5,0,122.35,"NE","Dorm. 2","São Paulo","Hyp.","SF","Base"
"year41",786.1,473.3,237.4,831,237.7,0,174.9,212.9,-63.1,143.7,0,-2485.4,5,-14.7,0,141.31,"NE","Living","São Paulo","Hyp.","SF","Base"
"year42",392.7,360.1,173.7,533.7,172.9,108.9,107.5,144.4,-84,26.8,0,-1350.6,0.5,-16.6,0,121.45,"NW","Dorm. 1","São Paulo","Hyp.","SF","Base"
"year43",392.6,363.4,175.7,571.5,132.1,202.8,74.3,162.3,-81.5,25.6,0,-1395.1,0.5,-15.7,0,125.25,"NW","Dorm. 2","São Paulo","Hyp.","SF","Base"
"year44",785.4,857.5,422,1091,314.5,277.1,236.5,0,-69.8,164.7,0,-3302.5,5,-17.3,0,182.945,"NW","Living","São Paulo","Hyp.","SF","Base"
"year45",393.9,193,91.7,314.8,50.1,85.1,115.1,64.5,-78.8,15.4,0,-890,0.1,-28.1,0,82.625,"SE","Dorm. 1","São Paulo","Hyp.","SF","Base"
"year46",393.7,194.8,94,331.3,34.6,93.8,87.9,115.1,-76.3,15.7,0,-914.7,0.1,-26.9,0,84.775,"SE","Dorm. 2","São Paulo","Hyp.","SF","Base"
"year47",786.9,454.9,222.5,626.4,120.7,0,197,154.4,-92.2,95.4,0,-2098.8,1.9,-29.7,0,121.885,"SE","Living","São Paulo","Hyp.","SF","Base"
"year48",393.9,192.9,91.7,313.8,50.1,64.4,115.2,84.1,-78.6,15.5,0,-889.4,0.1,-28.1,0,82.575,"SW","Dorm. 1","São Paulo","Hyp.","SF","Base"
"year49",393.7,194.8,94,331.3,34.6,115.1,87.9,93.8,-76.3,15.7,0,-914.7,0.1,-26.9,0,84.775,"SW","Dorm. 2","São Paulo","Hyp.","SF","Base"
"year50",786.9,455,222.6,626.9,120.9,155.3,197.2,0,-92.2,95.4,0,-2099.5,1.9,-29.7,0,121.92,"SW","Living","São Paulo","Hyp.","SF","Base"
"year51",383.1,250.9,114.2,394.3,91.1,133.8,70.4,98.9,-62.5,19.1,0,-1043.3,0.3,-15,0,127.166666666667,"W","Dorm. N","São Paulo","Hyp.","SF","Base"
"year52",384.3,143.7,59.9,236.5,32.2,77.1,63.1,64.1,-60.4,18.8,0,-742.8,0,-27.8,0,93.0222222222222,"W","Dorm. S","São Paulo","Hyp.","SF","Base"
"year53",761.7,588.5,281.9,913.7,166.3,315.7,179.1,252.6,-47,146.8,0,-2700.3,2.5,-7.4,0,202.566666666667,"W","Living","São Paulo","Hyp.","SF","Base"
"year54",383.8,212.7,83,257,67.3,51.9,36.8,101,-99.3,12.8,0,-794.9,0,-26.1,0,98.3666666666667,"E","Dorm. N","Curitiba","Hyp.","SF","Simp."
"year55",386.9,90.8,38.7,97.3,-1.9,13.3,39.1,46.7,-97,13.2,0,-503.3,0,-19.7,0,64.3222222222222,"E","Dorm. S","Curitiba","Hyp.","SF","Simp."
"year56",761.9,425.4,211.3,620.7,117.5,146.1,131.6,225.5,-126.1,108.4,0,-1998.3,0.4,-39.2,0,154.993333333333,"E","Living","Curitiba","Hyp.","SF","Simp."
"year57",392.9,334,144.6,430.5,146.6,123,70.8,90.1,-133.9,20.8,0,-1130.6,0.1,-30,0,102.283333333333,"NE","Dorm. 1","Curitiba","Hyp.","SF","Simp."
"year58",392.8,340.9,153.1,483.7,115.4,141.8,50.9,175.6,-130.3,21.1,0,-1203.7,0.1,-28.1,0,108.558333333333,"NE","Dorm. 2","Curitiba","Hyp.","SF","Simp."
"year59",785.8,809.7,373.7,978.7,289.4,0,195.6,249.5,-149.6,153,0,-2986.2,1.7,-30.6,0,166.32,"NE","Living","Curitiba","Hyp.","SF","Simp."
"year60",392.9,333.8,144.6,428.6,146.6,91.7,70.8,119.5,-133.8,21.7,0,-1129.8,0.1,-30,0,102.216666666667,"NW","Dorm. 1","Curitiba","Hyp.","SF","Simp."
"year61",392.8,341,153.1,484.6,115.5,180.5,50.9,137.7,-130.3,21,0,-1204.5,0.1,-28.1,0,108.625,"NW","Dorm. 2","Curitiba","Hyp.","SF","Simp."
"year62",785.8,809.9,373.8,980.1,289.5,255.1,195.7,0,-149.6,152.4,0,-2987.1,1.7,-30.6,0,166.37,"NW","Living","Curitiba","Hyp.","SF","Simp."
"year63",395.3,138.7,71.9,201.9,11.8,58.8,86.2,45,-129,10.3,0,-656.2,0,-22.8,0,61.6333333333333,"SE","Dorm. 1","Curitiba","Hyp.","SF","Simp."
"year64",394.5,146,77.2,232.8,9.6,68.6,68.4,86.3,-126.3,10.5,0,-702.3,0,-21.3,0,65.6916666666667,"SE","Dorm. 2","Curitiba","Hyp.","SF","Simp."
"year65",787.3,359.6,200.3,513.8,80.1,0,171.1,131,-172.2,83.9,0,-1780.8,0.4,-26.5,0,104.53,"SE","Living","Curitiba","Hyp.","SF","Simp."
"year66",395.3,138.9,72.2,202.9,12.1,45.5,86.4,58.9,-128.9,10.3,0,-657.9,0,-22.8,0,61.775,"SW","Dorm. 1","Curitiba","Hyp.","SF","Simp."
"year67",394.5,145.9,77.2,232.9,9.6,86.7,68.4,68.2,-126.3,10.5,0,-702.3,0,-21.3,0,65.6916666666667,"SW","Dorm. 2","Curitiba","Hyp.","SF","Simp."
"year68",787.3,359.7,200.3,514.1,80.1,132.2,171.1,0,-172.1,83.8,0,-1781.1,0.4,-26.5,0,104.54,"SW","Living","Curitiba","Hyp.","SF","Simp."
"year69",383.8,218.6,87.5,276.6,70.5,108.7,39.6,57.9,-98.9,14.2,0,-824.4,0,-26.3,0,101.544444444444,"W","Dorm. N","Curitiba","Hyp.","SF","Simp."
"year70",386.6,96.4,42.7,116.4,0.7,50.4,42.1,23.3,-96.9,14.2,0,-529.7,0,-20.5,0,67.3333333333333,"W","Dorm. S","Curitiba","Hyp.","SF","Simp."
"year71",762.1,580.9,257.2,833.9,152.3,297.6,165.1,218.9,-105.8,134.8,0,-2493.7,0.8,-21.1,0,187.786666666667,"W","Living","Curitiba","Hyp.","SF","Simp."
"year72",382,360.7,160.4,648.7,140.7,185.6,130.8,191.6,-16.2,33.1,0,-1500.4,1.2,-7.2,0,180.522222222222,"E","Dorm. N","Rio de Janeiro","Hyp.","SF","Simp."
"year73",383.1,207.9,104.7,441.6,81,136.1,103.1,121.5,-14.6,31.8,0,-1133,0.8,-15.8,0,140.6,"E","Dorm. S","Rio de Janeiro","Hyp.","SF","Simp."
"year74",760,700,351.4,1065.5,190.6,309,205.9,360.1,17.4,170.5,0,-3117.1,1.9,-7.3,0,235.44,"E","Living","Rio de Janeiro","Hyp.","SF","Simp."
"year75",391.8,503.6,234.2,796.6,251.4,204,186.9,154.2,-17.9,38.9,0,-1879.1,1.4,-7.4,0,167.35,"NE","Dorm. 1","Rio de Janeiro","Hyp.","SF","Simp."
"year76",391.8,496.3,234.9,815.4,187.8,225.4,127.2,275.1,-16.5,37.6,0,-1893,1.6,-7,0,168.566666666667,"NE","Dorm. 2","Rio de Janeiro","Hyp.","SF","Simp."
"year77",784.3,1094.3,528.4,1388.6,397.5,0,324.3,337,41.9,207,0,-4133.6,1.7,-11.4,0,226.975,"NE","Living","Rio de Janeiro","Hyp.","SF","Simp."
"year78",391.8,502.7,233.9,793.4,251,153.7,186.6,202,-17.6,38.9,0,-1875.3,1.4,-7.4,0,167.025,"NW","Dorm. 1","Rio de Janeiro","Hyp.","SF","Simp."
"year79",391.8,496.2,234.8,815.8,187.7,275.5,127.1,225.4,-16.5,37.4,0,-1893,1.6,-7,0,168.575,"NW","Dorm. 2","Rio de Janeiro","Hyp.","SF","Simp."
"year80",784.3,1094.2,528.3,1389.5,397.5,340.8,324.4,0,42,206.5,0,-4133.6,1.7,-11.4,0,226.97,"NW","Living","Rio de Janeiro","Hyp.","SF","Simp."
"year81",393,269.7,146.5,513.3,111,127.9,176.5,97.9,-12.5,24.7,0,-1309.6,1.3,-13.3,0,121.283333333333,"SE","Dorm. 1","Rio de Janeiro","Hyp.","SF","Simp."
"year82",393,265.6,144.6,510.3,74.4,138.6,131,166.2,-11.1,24.9,0,-1303.7,1.5,-12.6,0,120.816666666667,"SE","Dorm. 2","Rio de Janeiro","Hyp.","SF","Simp."
"year83",786.2,565.5,319.7,849.7,188,0,260.7,199.5,13,125.8,0,-2724,15.2,-8.9,0,160.355,"SE","Living","Rio de Janeiro","Hyp.","SF","Simp."
"year84",393,268.8,146.2,510.9,110.8,97.6,176.2,126.3,-12.2,24.7,0,-1306.7,1.3,-13.2,0,121.041666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","SF","Simp."
"year85",393,265.6,144.6,510.3,74.4,166,131,138.9,-11.1,24.8,0,-1303.6,1.5,-12.6,0,120.808333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","SF","Simp."
"year86",786.2,565.3,319.6,849.6,188,200.6,260.7,0,13.1,125.6,0,-2723.3,15.2,-8.9,0,160.315,"SW","Living","Rio de Janeiro","Hyp.","SF","Simp."
"year87",382.1,357.9,163.1,644,137.6,192.8,131.7,181.9,-13.5,31.1,0,-1491.1,1.3,-6.8,0,179.2,"W","Dorm. N","Rio de Janeiro","Hyp.","SF","Simp."
"year88",383.1,206.9,107,437.3,81.5,121.9,100.3,133.6,-12.3,29.2,0,-1123.6,1,-15.4,0,139.344444444444,"W","Dorm. S","Rio de Janeiro","Hyp.","SF","Simp."
"year89",760.7,777.8,364.3,1200.1,212.2,407.5,226.7,353.7,42.3,191.7,0,-3428.3,0.8,-4.3,0,255.3,"W","Living","Rio de Janeiro","Hyp.","SF","Simp."
"year90",382.9,271.3,116.2,416.4,98.1,106,73.6,138.6,-65.3,21.7,0,-1088.2,0.2,-16.1,0,132.433333333333,"E","Dorm. N","São Paulo","Hyp.","SF","Simp."
"year91",384.1,142.3,69.2,247.2,33.6,66.2,67.4,79.9,-63,21.3,0,-765.9,0,-27.7,0,95.8222222222222,"E","Dorm. S","São Paulo","Hyp.","SF","Simp."
"year92",761,557.4,280.2,834.2,153.4,221.5,167.3,291.9,-66.7,137.6,0,-2524.5,0.6,-21.3,0,191.066666666667,"E","Living","São Paulo","Hyp.","SF","Simp."
"year93",392.5,399.5,182.4,578.5,189.9,156,115.8,116.8,-86,28.5,0,-1439.6,0.4,-17.2,0,129,"NE","Dorm. 1","São Paulo","Hyp.","SF","Simp."
"year94",392.4,400.9,187.6,618.1,145.3,175.5,80.3,217.1,-83.3,27.8,0,-1488.1,0.5,-16.3,0,133.125,"NE","Dorm. 2","São Paulo","Hyp.","SF","Simp."
"year95",785.2,915,438,1144.6,333.8,0,246.6,285.7,-72.6,174.9,0,-3452.2,4.9,-18,0,190.515,"NE","Living","São Paulo","Hyp.","SF","Simp."
"year96",392.5,398.8,182.1,575.5,189.6,116.8,115.6,153.6,-85.8,28.8,0,-1436.4,0.4,-17.2,0,128.725,"NW","Dorm. 1","São Paulo","Hyp.","SF","Simp."
"year97",392.4,400.9,187.5,618.7,145.3,218.5,80.3,174.6,-83.3,27.7,0,-1488.4,0.5,-16.3,0,133.15,"NW","Dorm. 2","São Paulo","Hyp.","SF","Simp."
"year98",785.2,915,438,1145.6,333.8,289.3,246.7,0,-72.6,174.4,0,-3452.4,4.9,-18,0,190.525,"NW","Living","São Paulo","Hyp.","SF","Simp."
"year99",393.7,197.7,106.9,341.1,55.2,90.5,126.4,69.1,-80,16.6,0,-934.9,0.1,-28.8,0,86.4833333333333,"SE","Dorm. 1","São Paulo","Hyp.","SF","Simp."
"year100",393.5,201,109.4,359.5,38.2,100.8,96.9,123.7,-77.5,16.9,0,-963,0.1,-27.6,0,88.9,"SE","Dorm. 2","São Paulo","Hyp.","SF","Simp."
"year101",786.8,457.6,258.6,676,129.9,0,214.9,165.2,-93.3,104.2,0,-2201.7,1.9,-30.2,0,127.11,"SE","Living","São Paulo","Hyp.","SF","Simp."
"year102",393.7,197,106.7,339.5,55.1,68.9,126.3,89.3,-79.9,16.6,0,-933,0.1,-28.7,0,86.325,"SW","Dorm. 1","São Paulo","Hyp.","SF","Simp."
"year103",393.5,201,109.3,359.5,38.2,123.6,96.8,100.8,-77.5,16.9,0,-963,0.1,-27.6,0,88.8916666666667,"SW","Dorm. 2","São Paulo","Hyp.","SF","Simp."
"year104",786.8,457.6,258.5,675.9,129.9,166,214.9,0,-93.3,104.1,0,-2201.3,1.9,-30.2,0,127.09,"SW","Living","São Paulo","Hyp.","SF","Simp."
"year105",382.9,270.2,118.2,416.7,96.6,141.2,74.6,104.3,-63.4,20.5,0,-1087.7,0.3,-15.3,0,132.2,"W","Dorm. N","São Paulo","Hyp.","SF","Simp."
"year106",384.1,142.1,70.9,248.8,34.5,81.2,66.1,67,-61.1,19.8,0,-764,0,-28.3,0,95.4777777777778,"W","Dorm. S","São Paulo","Hyp.","SF","Simp."
"year107",761.6,621.9,291.9,948.9,172,331.1,185,260.8,-48.7,154.1,0,-2791.8,2.5,-7.7,0,208.706666666667,"W","Living","São Paulo","Hyp.","SF","Simp."
