"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year14",788.8,228,104,195.1,-68.6,79.6,107.2,0,-153,43.2,0,-1193.7,0.4,-19.4,0,74.43,"SW","Living","Curitiba","Hyp.","TV","Base"
"year15",388.2,44.2,58.7,54.6,36.9,64.7,-24.5,-22.5,-70.2,8.3,0,-456.9,0.2,-14.4,0,58.4111111111111,"W","Dorm. N","Curitiba","Hyp.","TV","Base"
"year16",391.1,78.3,8.4,-36.5,-82,30.9,36.5,-22,-79,9,0,-354,0.1,-13.1,0,45.8888888888889,"W","Dorm. S","Curitiba","Hyp.","TV","Base"
"year17",763.6,231.2,194.2,485.7,83.5,177.5,106.8,117.9,-83.4,79.6,0,-1672.1,0.6,-16,0,132.7,"W","Living","Curitiba","Hyp.","TV","Base"
"year18",382.9,238.2,157.8,670.3,137.4,193.6,149.1,190.1,2.8,32.9,0,-1448.5,0.8,-3,0,173.222222222222,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","Base"
"year19",383.3,258.4,98,532.8,79.2,185.3,127,141.3,-7.9,31.6,0,-1279.8,0.8,-6.7,0,155.311111111111,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","Base"
"year20",761.2,472.6,313.2,1060,174.5,357.2,202.6,325.7,24.2,142.6,0,-2797.2,1.4,-4.2,0,210.62,"E","Living","Rio de Janeiro","Hyp.","TV","Base"
"year21",392.8,345.4,223.5,811.3,248.1,208,209.9,145.4,9.7,37.2,0,-1787.3,1,-3.3,0,158.508333333333,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year22",392.8,349.6,219.3,813.6,186.6,210.4,145.4,271.2,11.6,36,0,-1793.2,1.2,-3,0,159.075,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year23",785.8,672.6,316.8,1264.8,324.4,0,371.3,288.7,50.6,153.2,0,-3266.3,1.8,-5.5,0,181.06,"NE","Living","Rio de Janeiro","Hyp.","TV","Base"
"year24",392.8,345.7,226.7,821.3,249.7,152.6,211,208.1,9.8,39.5,0,-1805,1.1,-3.3,0,159.958333333333,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year25",392.8,348.8,223.7,825.6,187.7,271.3,145.9,220.7,11.3,37.9,0,-1811.9,1.2,-3.1,0,160.608333333333,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year26",785.6,671.9,480.5,1343.9,347.6,310.1,390,0,50.8,162.3,0,-3509,1.8,-6,0,193.385,"NW","Living","Rio de Janeiro","Hyp.","TV","Base"
"year27",393.2,375.9,140.4,626.4,116.1,161.6,228.1,120.6,-3.4,29.7,0,-1549.6,1.4,-5.3,0,139.758333333333,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year28",393.3,377.8,136.7,622,77.8,170.9,170.7,202.6,-2.6,29.9,0,-1545.7,1.8,-4.9,0,139.508333333333,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year29",786.7,634.6,273.6,867.2,191.9,0,271.6,199.3,6,110.3,0,-2684.9,8,-5.4,0,154.105,"SE","Living","Rio de Janeiro","Hyp.","TV","Base"
"year30",393.2,377.2,139.9,626.9,116.6,120.5,228.3,161.5,-3.1,29.8,0,-1551.6,1.5,-5.3,0,139.925,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year31",393.3,377.8,136.7,622,77.8,202.4,170.7,171.1,-2.6,29.9,0,-1545.8,1.8,-4.9,0,139.508333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year32",786.7,635,273.6,867.4,192.1,200.2,271.7,0,6.1,110.1,0,-2685.2,8,-5.4,0,154.115,"SW","Living","Rio de Janeiro","Hyp.","TV","Base"
"year33",382.8,248.7,163.6,703,142.2,200.4,154.7,205.7,5.3,33.5,0,-1499.6,0.9,-2.9,0,178.811111111111,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","Base"
"year34",383.2,270.5,103.6,565.2,85.3,150.4,132.5,196.9,-6.1,32.2,0,-1330.2,1,-6.8,0,160.844444444444,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","Base"
"year35",761.6,561.3,345.9,1227.2,193.2,371.9,220.4,441.7,45.6,165.6,0,-3145.2,0.9,-3.2,0,233.446666666667,"W","Living","Rio de Janeiro","Hyp.","TV","Base"
"year36",384.5,97.7,92.1,253.5,68,44.2,37.2,104,-42.1,15.9,0,-776.8,0.4,-7.6,0,96.1777777777778,"E","Dorm. N","São Paulo","Hyp.","TV","Base"
"year37",385.4,123.7,42,145.2,-22.4,38,63,66.6,-50.5,15.7,0,-641.5,0.1,-13.4,0,80.3777777777778,"E","Dorm. S","São Paulo","Hyp.","TV","Base"
"year38",762.3,269.6,214.4,611.1,108.6,160.8,132.7,209.1,-49.7,92,0,-1904.2,0.4,-11.8,0,148.64,"E","Living","São Paulo","Hyp.","TV","Base"
"year39",393.7,143,144,384.4,127.1,115.5,62.8,79,-52.6,20.5,0,-1010.5,0.7,-8.8,0,92.1083333333333,"NE","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year40",393.6,142.9,148.4,424.1,98.6,118,45.2,162.2,-50.1,19.9,0,-1058.2,0.7,-8.1,0,96.2666666666667,"NE","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year41",786.8,384.4,215.2,793.1,211,0,189.1,202.3,-49.3,106.7,0,-2250.3,2.9,-10.5,0,128.77,"NE","Living","São Paulo","Hyp.","TV","Base"
"year42",393.7,142.8,147.2,393.7,128.4,85.7,63.7,115.8,-52.6,22.8,0,-1026.2,0.7,-8.8,0,93.3833333333333,"NW","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year43",393.6,141.9,152.6,434.6,99.6,162.6,45.5,127,-50.3,21.5,0,-1074.3,0.7,-8.1,0,97.575,"NW","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year44",786.7,379.1,358.2,857.3,229.5,219.8,204.4,0,-49.8,114.2,0,-2453.3,2.9,-11.1,0,139.1,"NW","Living","São Paulo","Hyp.","TV","Base"
"year45",394.3,177.7,74,237.8,-16.7,79,115.2,60.2,-63,14.6,0,-816.6,0.2,-14.2,0,75.7416666666667,"SE","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year46",394,174.1,78.8,270.5,-12,87.1,88.6,106.8,-61.3,15,0,-853.5,0.2,-13.2,0,79.025,"SE","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year47",787.5,360.1,180.3,468.3,42.5,0,170.5,127.4,-85.2,70.1,0,-1770.1,1.3,-16.9,0,104.415,"SE","Living","São Paulo","Hyp.","TV","Base"
"year48",394.3,178.5,73.9,238.9,-16.3,60.3,115.5,79.4,-62.8,14.7,0,-818.9,0.2,-14.2,0,75.95,"SW","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year49",394,174.1,78.8,270.5,-12,106.7,88.6,87.2,-61.3,15,0,-853.5,0.2,-13.2,0,79.0333333333333,"SW","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year50",787.5,360.3,180.4,468.5,42.7,128,170.6,0,-85.2,70.1,0,-1770.5,1.3,-16.9,0,104.43,"SW","Living","São Paulo","Hyp.","TV","Base"
"year51",384.3,106,96,282.8,72.4,111.8,41.9,56.8,-40.2,16.6,0,-820.2,0.6,-7.4,0,100.977777777778,"W","Dorm. N","São Paulo","Hyp.","TV","Base"
"year52",385.1,132.4,45.3,174.6,-17.2,72.5,67.5,51.8,-49.2,16.3,0,-682.9,0.1,-13.9,0,85.0888888888889,"W","Dorm. S","São Paulo","Hyp.","TV","Base"
"year53",762.6,333.9,241.9,738.3,122.6,243.3,146.2,226.1,-34.4,109.2,0,-2170.5,1.4,-6.6,0,166.433333333333,"W","Living","São Paulo","Hyp.","TV","Base"
"year54",388.6,46.3,32.2,-4.5,26.9,-55.5,-27.6,51.7,-70,6.1,0,-373.4,0.2,-14,0,48.8111111111111,"E","Dorm. N","Curitiba","Hyp.","TV","Simp."
"year55",391.1,72.2,15.7,-83.7,-83.9,-56.8,28.1,28.9,-79.3,6.9,0,-306.6,0,-12.9,0,40.4888888888889,"E","Dorm. S","Curitiba","Hyp.","TV","Simp."
"year56",763.2,179.7,121.7,294.2,63.9,17.8,82.5,130,-101.5,56.3,0,-1301.4,0.3,-22.8,0,107.913333333333,"E","Living","Curitiba","Hyp.","TV","Simp."
"year57",395.9,53.4,61.2,124.6,54.2,54.7,-26.5,42.2,-93.7,11.3,0,-527.2,0.3,-17.2,0,50.35,"NE","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year58",395,47.4,67.1,178.8,43.5,65.2,-16.6,86.7,-91.2,11,0,-584.3,0.3,-16,0,55.4666666666667,"NE","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year59",787.4,240.1,215.9,529.4,150.5,0,87,151.9,-113.7,79.5,0,-1730.2,1.2,-20.1,0,102.44,"NE","Living","Curitiba","Hyp.","TV","Simp."
"year60",395.8,53.6,61.7,128.7,54.7,43,-26,57.1,-93.6,12.4,0,-533.2,0.3,-17.2,0,50.8666666666667,"NW","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year61",395,47.4,67.1,178.6,43.5,88.4,-16.6,63.3,-91.2,10.8,0,-584,0.3,-16,0,55.4333333333333,"NW","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year62",787.4,240,215.8,529.2,150.4,154.1,86.9,0,-113.7,79,0,-1729.2,1.2,-20.1,0,102.385,"NW","Living","Curitiba","Hyp.","TV","Simp."
"year63",397.7,86.8,35.9,14.4,-101.7,32.2,55,28.8,-105.3,6.9,0,-418.2,0.1,-15.9,0,40.6583333333333,"SE","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year64",396.3,76.6,40.5,66.1,-71.3,41.5,42.6,53.3,-103.9,6.9,0,-464.6,0.1,-14.8,0,44.975,"SE","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year65",788.2,226,126.7,226.9,-56.4,0,111.7,87.3,-150.8,46.8,0,-1250.6,0.4,-19.6,0,77.61,"SE","Living","Curitiba","Hyp.","TV","Simp."
"year66",397.6,86.8,36.4,19.3,-101.2,29.2,55.4,35.8,-105.2,6.9,0,-423.6,0.1,-15.9,0,41.1416666666667,"SW","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year67",396.3,76.6,40.5,66.1,-71.3,53.4,42.6,41.4,-103.9,6.9,0,-464.7,0.1,-14.8,0,44.9833333333333,"SW","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year68",788.2,225.9,126.7,227.1,-56.4,88,111.7,0,-150.8,46.8,0,-1250.6,0.4,-19.6,0,77.6,"SW","Living","Curitiba","Hyp.","TV","Simp."
"year69",388.1,47.1,38,45.8,34.3,58.4,-24.7,-22.3,-69.8,7.7,0,-430.2,0.3,-14.3,0,55.2666666666667,"W","Dorm. N","Curitiba","Hyp.","TV","Simp."
"year70",390.1,71.2,19.7,-33.3,-80.5,32.9,34.9,-20.6,-79.8,8.4,0,-358,0.1,-13.4,0,46.4777777777778,"W","Dorm. S","Curitiba","Hyp.","TV","Simp."
"year71",763.3,233.1,161.5,482.3,85.5,173.7,103.6,119.5,-82.5,78.5,0,-1638.2,0.6,-16,0,130.56,"W","Living","Curitiba","Hyp.","TV","Simp."
"year72",382.9,251.1,141,674,138.5,195.7,150.4,189.4,3.3,33.3,0,-1450.8,0.8,-3,0,173.422222222222,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","Simp."
"year73",383.2,266.7,115.4,557.3,83.9,190.8,131.6,150.9,-8,32.6,0,-1329.6,0.7,-7.3,0,160.922222222222,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","Simp."
"year74",761.2,491.3,302.5,1082.3,180.5,365.1,203.5,333.2,24.9,145.5,0,-2824.9,1.4,-4.3,0,212.466666666667,"E","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year75",392.8,362.5,202.6,826.3,253.5,207.5,212.7,152.6,10.5,39.4,0,-1804.8,1,-3.3,0,159.891666666667,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year76",392.9,366,202.6,831.2,191.3,221,148,271,12.3,38.3,0,-1816.7,1.2,-3,0,160.966666666667,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year77",785.6,693.4,442.7,1343.5,350.6,0,391.2,304.6,50.8,161.9,0,-3483.4,1.8,-6,0,192,"NE","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year78",392.8,363.4,202.6,826.7,253.8,152.5,213.2,207.2,10.8,39.6,0,-1806.9,1,-3.3,0,160.066666666667,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year79",392.9,366,202.6,831,191.2,271.1,148,220.7,12.3,38.1,0,-1816.2,1.2,-3,0,160.925,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year80",785.6,693.3,442.6,1343.2,350.5,307.2,391.1,0,50.7,161.3,0,-3481.7,1.8,-6,0,191.92,"NW","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year81",393.2,386.3,166.2,668.4,125.3,172,241.2,130,-3.2,32.1,0,-1630.7,1.3,-5.8,0,146.55,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year82",393.2,387.6,165.5,671.3,84.9,185.3,181.3,219.8,-2.3,32.5,0,-1636.5,1.5,-5.4,0,147.108333333333,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year83",786.5,654.7,325.9,944.3,211.8,0,291.6,218.7,7.9,119.6,0,-2837.4,7.9,-5.8,0,161.835,"SE","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year84",393.2,387.3,166.2,669.4,125.7,129.9,241.5,172.3,-2.9,32.2,0,-1633.3,1.3,-5.7,0,146.766666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year85",393.2,387.6,165.5,671.3,84.9,219.6,181.3,185.5,-2.3,32.5,0,-1636.5,1.5,-5.4,0,147.108333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year86",786.5,654.7,325.8,943.9,211.8,219.5,291.6,0,7.9,119.3,0,-2836.3,7.9,-5.8,0,161.78,"SW","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year87",382.8,261.3,149.7,706.4,143.9,198.8,155.9,207.8,5.7,34,0,-1504.1,0.9,-2.9,0,179.266666666667,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","Simp."
"year88",383.1,278.1,123.2,591.1,90.3,160.5,137.7,202.7,-6.3,33.4,0,-1383.4,0.9,-7.3,0,166.833333333333,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","Simp."
"year89",761.5,576.3,331.9,1248.1,199.3,379.4,221.4,448,45.4,168,0,-3165.8,0.9,-3.3,0,234.86,"W","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year90",384.3,101.2,71.9,247.9,66.1,44.8,37.5,99.4,-41.6,15.5,0,-755,0.4,-7.5,0,93.7,"E","Dorm. N","São Paulo","Hyp.","TV","Simp."
"year91",384.9,120.7,52.2,155.2,-19.5,41.4,63.3,70,-50.7,15.6,0,-656.8,0.1,-13.8,0,82.3555555555556,"E","Dorm. S","São Paulo","Hyp.","TV","Simp."
"year92",762.3,275.7,196.6,617.4,111.6,165.9,131.2,208.6,-48.4,92.4,0,-1899.3,0.4,-11.9,0,148.24,"E","Living","São Paulo","Hyp.","TV","Simp."
"year93",393.7,148.6,112.8,379.8,123.5,111.3,63.8,81.2,-51.7,21.3,0,-983.9,0.7,-8.6,0,89.8333333333333,"NE","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year94",393.6,148.7,117.3,418.1,96.1,121.1,46.4,154.4,-48.9,20.7,0,-1030.5,0.7,-7.9,0,93.875,"NE","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year95",786.7,388.2,302.1,837.1,224.5,0,203.7,209.9,-48.3,110.9,0,-2379.6,2.9,-10.9,0,135.325,"NE","Living","São Paulo","Hyp.","TV","Simp."
"year96",393.7,149.3,112.8,380.4,123.8,81.4,64.2,111.1,-51.5,21.9,0,-986,0.7,-8.6,0,90.0166666666667,"NW","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year97",393.6,148.6,117.2,418,96.1,154.9,46.4,120.5,-49,20.5,0,-1030.1,0.7,-7.9,0,93.85,"NW","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year98",786.7,388.1,302.1,836.7,224.4,211.8,203.6,0,-48.3,110.4,0,-2378.4,2.9,-10.9,0,135.265,"NW","Living","São Paulo","Hyp.","TV","Simp."
"year99",394,175.8,83.8,253.9,-10.4,83.4,117.1,63.7,-62.6,15.5,0,-841.6,0.1,-14.5,0,77.9583333333333,"SE","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year100",393.9,172.9,87.3,289.2,-6.9,92.5,90.3,113.3,-60.6,16,0,-881.1,0.2,-13.5,0,81.425,"SE","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year101",787.4,363.8,205.8,509.4,56,0,178.3,138,-82.8,74.9,0,-1845.3,1.3,-17.2,0,108.21,"SE","Living","São Paulo","Hyp.","TV","Simp."
"year102",394,176.5,83.8,255.2,-10,63.8,117.4,84,-62.4,15.6,0,-844,0.1,-14.5,0,78.1666666666667,"SW","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year103",393.9,172.9,87.3,289.2,-6.9,113.2,90.3,92.6,-60.6,15.9,0,-881.1,0.2,-13.5,0,81.4166666666667,"SW","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year104",787.4,363.8,205.8,509.1,56,138.5,178.3,0,-82.8,74.8,0,-1844.7,1.3,-17.2,0,108.175,"SW","Living","São Paulo","Hyp.","TV","Simp."
"year105",384.2,109.4,77.4,276.2,70.6,106.3,42,57.3,-39.9,16.2,0,-798.9,0.6,-7.3,0,98.5666666666667,"W","Dorm. N","São Paulo","Hyp.","TV","Simp."
"year106",384.7,129.3,56.6,185.4,-14.1,76.3,68,55.2,-49.4,16.3,0,-700.4,0.1,-14.2,0,87.2888888888889,"W","Dorm. S","São Paulo","Hyp.","TV","Simp."
"year107",762.6,337.9,220.1,743.1,125.8,242.8,144.7,229.8,-33.7,109.2,0,-2158.3,1.4,-6.6,0,165.54,"W","Living","São Paulo","Hyp.","TV","Simp."
