"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year24",392.8,356.5,227,908.2,255.7,164.9,258.8,228.8,10.7,41.1,0,-1906,1,-3.2,0,168.325,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year25",392.9,361.2,223.2,904.1,193.9,289.6,181.1,239.5,12.8,39.6,0,-1906.4,1.2,-3,0,168.425,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year26",785.7,680.9,483.3,1424.2,337.5,315,470.8,0,50.6,163.7,0,-3601.4,1.8,-5.9,0,197.965,"NW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year27",393.3,386.7,144.6,680.9,111.6,181.1,258.5,129.8,-2.2,30.6,0,-1621.2,1.3,-5.2,0,145.691666666667,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year28",393.3,389.1,139.8,670.1,75.4,185.2,194.1,215.4,-1.3,30.8,0,-1610.8,1.7,-4.7,0,144.883333333333,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year29",786.7,649.9,276.8,896.3,190.4,0,292.2,201.8,7.6,111.6,0,-2736.9,8,-5.3,0,156.68,"SE","Living","Rio de Janeiro","Hyp.","C10","Base"
"year30",393.3,388.4,144.4,684,112.7,130.2,259.2,181.9,-1.9,30.8,0,-1626.6,1.4,-5.1,0,146.141666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year31",393.3,389.2,139.8,670.2,75.4,215.3,194.1,185.3,-1.3,30.8,0,-1610.8,1.7,-4.7,0,144.891666666667,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year32",786.7,650.3,276.8,896,190.7,202.3,292.3,0,7.7,111.4,0,-2736.5,8,-5.3,0,156.66,"SW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year33",382.8,253.1,164.1,781.6,144.8,211,186.3,239.6,4.9,35.1,0,-1582.7,0.9,-2.8,0,187.988888888889,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Base"
"year34",383.2,273.9,106.3,631.5,76.5,152,149.6,253.4,-6.5,33.3,0,-1401.2,0.9,-7.2,0,168.633333333333,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Base"
"year35",761.6,571.8,354.1,1335.3,191.7,368.1,236.2,539.3,45.5,170.8,0,-3280.1,0.9,-3.1,0,242.486666666667,"W","Living","Rio de Janeiro","Hyp.","C10","Base"
"year36",386.3,92.1,79.9,206.5,59.4,19.1,28.8,99.2,-39.8,14.4,0,-715.3,0.4,-7.3,0,88.3555555555556,"E","Dorm. N","São Paulo","Hyp.","C10","Base"
"year37",388.5,122.9,34,101.4,-63.5,34.8,69.6,60.5,-47.3,14.5,0,-594.4,0.1,-12.6,0,74.1666666666667,"E","Dorm. S","São Paulo","Hyp.","C10","Base"
"year38",762.5,261.3,200.7,567.4,93.9,148.8,132.2,192.5,-45.7,87.3,0,-1839.6,0.4,-11.1,0,144.52,"E","Living","São Paulo","Hyp.","C10","Base"
"year39",394.5,134.1,129.9,346.1,108.3,111.9,51.9,74,-49.2,19.7,0,-954.1,0.7,-8.3,0,87.0333333333333,"NE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year40",394,133.1,135.1,392.9,84.5,110.8,37.7,159.8,-46.6,19.1,0,-1008.4,0.8,-7.6,0,91.8416666666667,"NE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year41",787,359.6,197.7,769.6,189.1,0,197.4,200.5,-45.8,100.7,0,-2180.2,2.9,-10,0,125.38,"NE","Living","São Paulo","Hyp.","C10","Base"
"year42",394.4,134,133.6,358.4,109.4,84.2,52.6,112.2,-49.1,21.9,0,-973.1,0.7,-8.3,0,88.625,"NW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year43",394,132.1,139.5,404.1,84.8,158.2,37.5,123.6,-46.8,20.6,0,-1025.1,0.8,-7.7,0,93.2166666666667,"NW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year44",786.8,355.6,340,803.1,199.1,210.1,204,0,-45.8,107.8,0,-2354.3,2.9,-10.5,0,134.245,"NW","Living","São Paulo","Hyp.","C10","Base"
"year45",395.7,173.4,64.1,186.7,-73.1,78.1,122.5,59.3,-58.9,13.6,0,-756.7,0.2,-13.5,0,70.0416666666667,"SE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year46",394.7,166.2,69.1,224.7,-53.4,83.7,92.2,102.2,-58,13.8,0,-793.4,0.2,-12.7,0,73.5833333333333,"SE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year47",787.7,347.1,165.7,390.7,-20.1,0,170.9,119.3,-79.5,65.2,0,-1667.7,1.3,-16.2,0,99.375,"SE","Living","São Paulo","Hyp.","C10","Base"
"year48",395.6,174.2,64.2,189.5,-72.4,59.5,123.1,79.3,-58.6,13.7,0,-760.8,0.2,-13.5,0,70.4166666666667,"SW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year49",394.7,166.2,69.1,224.7,-53.4,102.2,92.2,83.8,-58,13.8,0,-793.5,0.2,-12.7,0,73.5916666666667,"SW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year50",787.7,347.3,165.8,390.6,-19.9,119.5,171,0,-79.5,65.1,0,-1667.7,1.3,-16.2,0,99.37,"SW","Living","São Paulo","Hyp.","C10","Base"
"year51",385.9,101.1,85.8,246.4,63.8,109.3,35.5,37.9,-37.9,15.7,0,-771.6,0.5,-7,0,94.6555555555556,"W","Dorm. N","São Paulo","Hyp.","C10","Base"
"year52",387.8,131.2,37.9,140.4,-57,66.5,74.1,56.8,-46.3,15.5,0,-645.2,0.1,-13.2,0,79.9333333333333,"W","Dorm. S","São Paulo","Hyp.","C10","Base"
"year53",762.8,323.5,230.9,708.2,107.1,223.4,144.6,233.1,-30.7,105.2,0,-2120.1,1.5,-6.1,0,163.42,"W","Living","São Paulo","Hyp.","C10","Base"
"year54",393.7,45,24.4,-83,17.5,-109,-46.3,54.9,-63.7,4.6,0.7,-299.8,0.2,-11.8,0.7,39.2,"E","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year55",397.7,79.5,8.9,-170.5,-137.8,-88.2,32.9,22.6,-71.4,6,2.8,-240.5,0.1,-10.1,2.8,31.6888888888889,"E","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year56",765,174.8,104.2,218.9,43.6,-43.3,76.4,142.2,-92.4,32.3,0,-1190.1,0.3,-17.9,0,99.96,"E","Living","Curitiba","Hyp.","C10","Simp."
"year57",398.5,37.9,54.5,84.2,70.5,40.4,-67.1,40.4,-87.7,10.7,0,-474.7,0.1,-15.7,0,45.2333333333333,"NE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year58",396.6,27.3,60.5,153,59.5,58.6,-48.5,83.4,-86.3,10.1,0,-538.9,0.1,-14.7,0,51.175,"NE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year59",787.8,197.4,199.4,512,185.3,0,47.5,146,-107.1,54.3,0,-1631.2,0.6,-18.9,0,97.03,"NE","Living","Curitiba","Hyp.","C10","Simp."
"year60",398.4,37.7,55.6,93.7,72.1,40.9,-66.7,47.4,-87.6,11.8,0,-486.1,0.1,-15.7,0,46.2333333333333,"NW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year61",396.6,27.4,60.4,152.6,59.5,84.3,-48.4,57.3,-86.3,10,0,-538.4,0.1,-14.7,0,51.125,"NW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year62",787.8,197.2,199.3,511.2,185.2,145.9,47.4,0,-107.2,53.9,0,-1629.5,0.6,-18.9,0,96.935,"NW","Living","Curitiba","Hyp.","C10","Simp."
"year63",403.6,95.2,25.6,-91.5,-181.8,24.9,38.5,26.9,-94.6,5.7,0,-329.4,0.2,-13.6,0,32.0583333333333,"SE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year64",400.6,73.7,29.8,-23.3,-133.6,32.7,33.4,44.2,-95.5,5.2,0,-374.9,0.3,-13,0,36.4833333333333,"SE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year65",790.4,221.8,99.3,84.6,-153.8,0,99.9,74.2,-137.9,25,0,-1066.4,0.7,-17.3,0,67.77,"SE","Living","Curitiba","Hyp.","C10","Simp."
"year66",403.3,94.1,26.5,-82.4,-181.9,27,39.6,32.9,-94.7,5.7,0,-337.9,0.2,-13.6,0,32.8333333333333,"SW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year67",400.6,73.7,29.9,-23.2,-133.6,44.2,33.5,32.7,-95.5,5.2,0,-375,0.3,-13,0,36.4833333333333,"SW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year68",790.4,221.4,99.5,85.3,-153.9,74.5,100,0,-137.9,25.1,0,-1066.9,0.7,-17.3,0,67.785,"SW","Living","Curitiba","Hyp.","C10","Simp."
"year69",392.5,42.8,30.4,-13.9,27.4,58.7,-46.4,-53.7,-64.1,6.8,0.5,-369.9,0.3,-13.1,0.5,47.3222222222222,"W","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year70",395.9,74,12.5,-102.2,-138,22.3,41.8,-28.3,-72.8,7.9,1.9,-301,0.1,-12.4,1.9,38.8222222222222,"W","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year71",764.7,216.3,147.9,456.1,63.8,201.9,95.4,95,-75.3,46.6,0,-1552.7,0.6,-14.1,0,124.646666666667,"W","Living","Curitiba","Hyp.","C10","Simp."
"year72",383,251.3,143.7,750.9,143.9,223.8,180.6,202.6,2.6,34.4,0,-1530.2,0.8,-3.2,0,182.222222222222,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year73",383.3,267.1,115.8,604.7,72.8,236.9,148.2,146.8,-8.1,33.1,0,-1375.8,0.7,-8,0,166.055555555556,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year74",761.2,504.4,316.7,1278.7,183.2,441.6,223.5,430.4,26.4,103,0,-2989.2,1.5,-3.6,0,223.513333333333,"E","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year75",392.7,367.2,214.2,956.8,296.1,231.3,261.4,168,10.3,41.7,0,-1955.9,0.9,-3.5,0,172.458333333333,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year76",392.8,373.6,211.8,944.9,217.9,244.9,184.6,297.5,13.1,40.6,0,-1953,1.1,-3.1,0,172.283333333333,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year77",785.6,702.1,458.3,1556.5,441.6,0,479.3,318.6,51.3,118.2,0,-3659.1,3.4,-4.7,0,200.825,"NE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year78",392.7,368.7,214.4,958.3,296.2,168.6,262.7,230.8,10.7,41.9,0,-1960,0.9,-3.4,0,172.808333333333,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year79",392.8,373.5,211.7,944.6,217.8,297.6,184.6,244.6,13.1,40.4,0,-1952.3,1.1,-3.1,0,172.225,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year80",785.6,701.8,458.1,1554.5,441.4,319.1,479.1,0,51.3,117.5,0,-3655.5,3.4,-4.7,0,200.645,"NW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year81",393.2,397.8,164.8,675,121.5,189.4,229,135.2,-1.5,31.8,0,-1649,0.9,-2,0,146.633333333333,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year82",393.2,399.6,163,671.7,83.5,193.3,168.9,225.9,-0.3,32.1,0,-1648.3,1.2,-1.9,0,146.691666666667,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year83",786.6,680.9,321.1,963.6,214.5,0,315.5,215.9,11.8,78.1,0,-2816.2,3.5,-3.5,0,158.005,"SE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year84",393.2,399.3,164.8,677.2,122.4,135.5,228.9,190.4,-1.2,31.9,0,-1653.4,1,-2,0,147.008333333333,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year85",393.2,399.6,163,671.6,83.6,225.8,168.9,193.4,-0.3,32.1,0,-1648.2,1.2,-1.9,0,146.683333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year86",786.6,680.9,321,962.6,214.5,216.3,315.4,0,11.8,77.8,0,-2814.5,3.5,-3.5,0,157.915,"SW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year87",382.8,263.1,154.6,799.2,149.6,215.6,189.6,244.4,5.2,35.9,0,-1604,0.9,-3.1,0,190.444444444444,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year88",383.1,280.2,125.5,654.4,81.9,158.7,154.8,258.9,-6.4,34.6,0,-1449.7,0.9,-8.6,0,174.366666666667,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year89",761.5,587.7,345.6,1456.7,200.2,465.3,238.7,552.4,46.2,116.8,0,-3327.3,1,-2.9,0,245.973333333333,"W","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year90",386.1,94.6,66.3,218,61,22.9,31.6,102.4,-39.5,14.6,0,-716.4,0.4,-7.4,0,88.4888888888889,"E","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year91",387.9,119.8,46.6,111.4,-60,38.1,70.7,62.6,-47.5,14.8,0,-613,0.1,-12.8,0,76.3777777777778,"E","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year92",762.5,270.7,193.5,657,100.7,162.8,134,259.6,-44,60.9,0,-1898.8,0.5,-9.3,0,148.673333333333,"E","Living","São Paulo","Hyp.","C10","Simp."
"year93",394.3,135.8,111.7,401.9,151,111.5,55,84.4,-49.3,21.5,0,-994.4,0.2,-9.3,0,90.2416666666667,"NE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year94",393.9,135.1,115.7,444.3,117.2,124.9,40.6,161.5,-46.5,20.8,0,-1043.8,0.2,-8.6,0,94.6,"NE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year95",786.8,363.5,298.9,907.6,281.3,0,212,211.3,-44.7,79.2,0,-2381.2,1.4,-11.5,0,134.975,"NE","Living","São Paulo","Hyp.","C10","Simp."
"year96",394.3,136.9,112,403.7,151.2,84.8,56,111.6,-49,22.1,0,-998.4,0.2,-9.3,0,90.575,"NW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year97",393.9,135.1,115.7,443.9,117.2,161.7,40.6,124.4,-46.5,20.7,0,-1043.3,0.2,-8.6,0,94.5583333333333,"NW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year98",786.8,363.3,298.7,906.1,281.1,211.5,211.9,0,-44.7,78.7,0,-2378.5,1.4,-11.5,0,134.84,"NW","Living","São Paulo","Hyp.","C10","Simp."
"year99",395.5,174.5,74,181.4,-65.4,82.7,102.8,61.4,-58.5,14,0,-768.5,0.3,-7.7,0,70.6666666666667,"SE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year100",394.5,166.3,77.7,226.5,-47.1,86.6,80.2,106.9,-57.4,14.3,0,-809.7,0.4,-7.2,0,74.6666666666667,"SE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year101",787.6,360.9,189.3,434.2,-0.1,0,181.4,128.9,-75.7,45.8,0,-1727.9,1.4,-10,0,102.125,"SE","Living","São Paulo","Hyp.","C10","Simp."
"year102",395.4,175.3,74.1,183.7,-64.7,61.6,102.8,84,-58.3,14.1,0,-771.9,0.3,-7.7,0,70.975,"SW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year103",394.5,166.3,77.7,226.5,-47.1,106.8,80.2,86.6,-57.4,14.3,0,-809.7,0.4,-7.2,0,74.6666666666667,"SW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year104",787.6,360.9,189.3,433.7,-0.2,129.1,181.3,0,-75.8,45.7,0,-1727,1.4,-10,0,102.07,"SW","Living","São Paulo","Hyp.","C10","Simp."
"year105",385.8,103.8,72.5,256.6,65.6,110.9,38.2,41.8,-37.7,15.9,0,-771.7,0.5,-7.5,0,94.6777777777778,"W","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year106",387.3,128.5,51.3,151.4,-53.3,69.1,75.4,60.2,-46.4,16,0,-664.4,0.1,-15.2,0,82.2666666666667,"W","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year107",762.8,329.8,216.2,789.4,112.9,286.8,145.1,244.6,-29.7,71.3,0,-2147.9,1.1,-6.1,0,165.293333333333,"W","Living","São Paulo","Hyp.","C10","Simp."
