seed_path,area,ratio,height,azimuth,shell_wall,shell_roof,abs_wall,abs_roof,wwr_liv,wwr_dorm,u_window,shgc,open_factor,weather
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
2.1103515625,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,117.421875,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.0077734375,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.510859375,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,264.459375,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,4.6572265625,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,3.19921875,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7809218750000002,0.500609375,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.5249843750000001,0.1864765625,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.5604296875,0.19785156250000002,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.7964609375,3.5107265625,0.31592578125,0.5895703125,60.0009765625
1.6591796875,39.665625000000006,1.2789453124999999,3.183828125,97.73437499999999,7.3505859375,1.18359375,0.7492343750000001,0.500609375,0.1864765625,0.19785156250000002,2.8627578125,0.31592578125,0.5895703125,60.0009765625
